Z,X,Y
11.16005857796995,0.5,0.5
9.735908075659786,20.5,0.5
10.911446679364877,50.5,0.5
11.8657966824216,80.5,0.5
9.402013465813493,110.5,0.5
12.45157005029464,140.5,0.5
9.224378358378594,170.5,0.5
10.870355148545706,200.5,0.5
8.452112832222438,230.5,0.5
10.328647923031347,260.5,0.5
11.635173504164577,290.5,0.5
9.892717540714626,320.5,0.5
9.97198704594048,350.5,0.5
10.211750038602593,380.5,0.5
9.625889661170977,410.5,0.5
8.526909071968365,440.5,0.5
10.77776949601803,470.5,0.5
11.087599759932012,500.5,0.5
9.798481585116303,530.5,0.5
8.899961607262727,560.5,0.5
10.092950253871988,590.5,0.5
8.446511845276042,620.5,0.5
9.641205711540954,650.5,0.5
9.97455877518529,680.5,0.5
10.013059163895324,710.5,0.5
10.000004634367173,740.5,0.5
9.14555165767496,770.5,0.5
9.080550628985879,800.5,0.5
9.554803004683762,830.5,0.5
11.079114007652537,860.5,0.5
9.67570149962561,890.5,0.5
10.488353721039486,920.5,0.5
9.56529146737865,950.5,0.5
10.560534313031807,980.5,0.5
11.4917557041569,0.5,20.5
10.128490828268985,20.5,20.5
8.398582496327522,50.5,20.5
11.493826770692907,80.5,20.5
10.672344321720075,110.5,20.5
9.500408065892968,140.5,20.5
9.881857557470925,170.5,20.5
10.2909204706836,200.5,20.5
9.084084267495248,230.5,20.5
9.718335801667873,260.5,20.5
10.230141069025326,290.5,20.5
11.022751024925919,320.5,20.5
9.547608410492497,350.5,20.5
11.082934637161419,380.5,20.5
8.847758543509707,410.5,20.5
10.783192454196108,440.5,20.5
9.817210699554627,470.5,20.5
9.576973103403455,500.5,20.5
9.429155937010558,530.5,20.5
9.59622516529326,560.5,20.5
7.4117280287552205,590.5,20.5
8.244664398977909,620.5,20.5
9.103309791163849,650.5,20.5
9.661630562914914,680.5,20.5
7.463556835310296,710.5,20.5
9.914571805915557,740.5,20.5
8.760783564646939,770.5,20.5
8.17624863314385,800.5,20.5
9.932145314683385,830.5,20.5
11.569736074344728,860.5,20.5
10.73382721175972,890.5,20.5
9.501612078334475,920.5,20.5
11.196466971485968,950.5,20.5
11.867702404007995,980.5,20.5
11.340299042573577,0.5,50.5
9.619287216627834,20.5,50.5
10.981902703260937,50.5,50.5
11.195602391468826,80.5,50.5
10.147655711957718,110.5,50.5
8.076907887049629,140.5,50.5
9.64406331040373,170.5,50.5
9.709645037020328,200.5,50.5
9.644799582986472,230.5,50.5
7.610918675434597,260.5,50.5
10.981395696408848,290.5,50.5
9.603565903645299,320.5,50.5
10.275450263623258,350.5,50.5
12.866866476275026,380.5,50.5
9.724198250935766,410.5,50.5
11.899667591403594,440.5,50.5
9.490595161384347,470.5,50.5
10.790564606022098,500.5,50.5
11.272594408350036,530.5,50.5
8.966722545477522,560.5,50.5
8.588288867075246,590.5,50.5
7.8968805460267255,620.5,50.5
8.792379666683146,650.5,50.5
7.59568800964291,680.5,50.5
8.093205020853304,710.5,50.5
11.476408894285623,740.5,50.5
9.387506171362617,770.5,50.5
11.127535788554049,800.5,50.5
10.835263385007734,830.5,50.5
10.268714832086582,860.5,50.5
9.216143825466919,890.5,50.5
11.651984399053834,920.5,50.5
10.2103462400769,950.5,50.5
11.667170555340258,980.5,50.5
12.419222908421418,0.5,80.5
10.369634191275146,20.5,80.5
9.880270981478844,50.5,80.5
9.76408785086502,80.5,80.5
10.401882578087882,110.5,80.5
9.610777896816277,140.5,80.5
9.7057461934071,170.5,80.5
11.606317914220115,200.5,80.5
11.451829421500662,230.5,80.5
9.310925427211266,260.5,80.5
10.962871164990961,290.5,80.5
10.250373502134625,320.5,80.5
9.32572217831843,350.5,80.5
11.040085229801072,380.5,80.5
10.543834130311591,410.5,80.5
9.51220735795882,440.5,80.5
9.600828929333055,470.5,80.5
9.86178145006124,500.5,80.5
11.619171894202104,530.5,80.5
9.94520740749819,560.5,80.5
